AFF1_293T_None_Embryonic_Kidney	1.30233276232882	127.965252327846	122.701241335697	61.6140351832086	113.19481712327	107.328303483585	12.6770910904577	88.665810860258	111.617677563614	67.5488052504269
AFF1_H2171_Epithelium_Lung	44.3972221850211	19.7873727371849	23.2227553137373	13.5353994319194	19.4955593961826	13.8880922468806	38.5179519861744	20.8206428195696	14.8388569201712	35.5150548603121
AFF1_None_Leukemic_cells_Bone_Marrow	0.453952305151898	144.796664086231	143.895596424044	59.2298687801938	131.257475980283	115.38347463165	16.8232253272873	95.4917189074501	123.250866845293	78.7428661088301
AFF1_None_None_Spleen	1.63625502183933	103.679516256339	100.743781133335	45.695471480808	90.2907065493334	90.0207830016661	9.52713369336594	73.2157445200465	91.9667793068358	49.6893979600867
AFF1_RS4_B_Lymphocyte_None	1.9638024136166	16.9089035733624	29.0503848483065	7.75553452505043	42.3674644523629	19.5898754308906	0.825470871801251	20.7942127004202	19.2727284887832	7.21066800586597
AFF1_SEM_B_Lymphocyte_None	0.3081352781356	104.096748475142	104.114766898245	45.8464886174606	103.071044279871	100.721084998786	14.034119247798	72.3499121838752	101.805667857044	51.6931633376988
AFF1_SW1271_None_Lung	24.2404868664893	60.1829200386441	66.3172962414135	22.7465471880803	48.2186192214607	52.8091930080941	22.3894030451516	52.9462917165404	49.6430984556051	36.475951327912
AHR_MCF-7_Epithelium_Breast	26.3149244146136	26.0466384959995	11.6508552767274	7.90169813704082	13.1909049063402	9.11952306057064	4.77540041236705	5.19656375678955	6.34382879348314	3.34142686227212
AR_22RV1_Epithelium_Prostate	91.5262775201776	49.5128081597789	101.458697789319	44.0508581202416	50.644310882606	76.4714330520856	81.2263348103126	21.6548817709098	42.8689825831533	6.52986086598643
AR_A375_melanoma_Skin	4.78788587143733e-14	7.56514897511713e-13	0	0	0	0	0	0	0	0
AR_BicR_Epithelium_Prostate	70.2915518748817	39.7631847236004	62.2598217299334	50.6077421987893	41.9117499787367	45.9343706714732	41.0319262358946	4.96961607988853	26.5861515300261	5.2437381148771
AR_C4-2B_Epithelium_Prostate	99.0734965672225	53.844097620645	92.9670770966069	83.622961396251	59.1601590350225	65.1417242467926	61.1232776800307	9.89310143630904	26.2859516564054	4.65619326762819
AR_C4-2_None_Prostate	67.8791912780988	49.68589652771	140.783492176042	115.043259786592	94.4953749748507	79.5071990276638	84.1466223944819	21.163036902117	52.376569052555	7.41852978489719
AR_CWR22Pc_Epithelium_Prostate	50.3724679107728	40.2627881138244	125.769712954369	78.414151043065	85.4805770533685	71.0905521322101	80.9161957096532	14.4500031693825	32.6210924020396	5.60030302263244
AR_DU145_Epithelium_Prostate	195.327303099811	106.970637096861	0.157287448841737	5.96496467956861e-05	1.63517070025594	1.88300370289649e-06	2.5655110855972e-06	14.8933508873019	0	0.851209408508795
